srcStateName,srcYear,Crime head IPC ( Indian Penal Code ) Category,Crime head IPC ( Indian Penal Code ) Sub-category,Incidence of IPC ( Indian Penal Code ) crimes,Victims of IPC ( Indian Penal Code ) crimes,IPC ( Indian Penal Code ) Crime Rate per lakh person,YearCode,Year
Sikkim,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),2,2,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),16,16,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),125,125,0.7,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),5,5,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),89,89,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),1,1,0,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),86,86,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),1,1,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),1,1,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),33,33,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),1,1,3,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),781,782,3,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),4,4,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),272,272,1.6,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),9,9,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),86,86,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),26,28,3.4,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),105,106,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),506,506,3.7,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),117,118,3.2,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),18,18,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),39,39,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),178,188,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Offences affecting the Human Body,Rape (Sec.376 IPC),1036,1038,7.2,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),302,303,1.7,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),923,923,2.3,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),2161,2169,3.7,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),3,3,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),6,6,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),2,2,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),350,350,1.6,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),108,108,0.8,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),378,379,1,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),3,3,1,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),24,24,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),1204,1205,6.5,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),6,6,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),496,496,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),52,52,1,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),311,311,0.7,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),4,4,2.1,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),23,23,4.3,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),1,1,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),3,3,2.3,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),389,389,4.2,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),902,936,1.7,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),117,127,7.8,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),9432,9996,27.4,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),10707,10722,8.9,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),2638,2709,9.1,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),71,73,4.6,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),1813,1868,2.7,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),4023,4178,14,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),455,478,6.2,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),961,974,7.1,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),1814,1828,4.8,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),3080,3235,4.7,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),386,393,1.1,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),9812,10245,11.9,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),11755,12130,9.6,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),129,133,4.1,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),64,73,3,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),4748,4756,10.9,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),1798,1837,6,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),8058,8145,10.4,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),51,59,7.7,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),898,908,1.2,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),2127,2165,5.7,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),166,172,4.1,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),16590,16956,7.3,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),967,1020,8.6,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),5191,5303,5.3,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),27,36,6.8,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),177,197,14.9,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),9,9,1.6,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),26,26,6.1,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),5901,6088,29.6,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),9,9,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),630,664,1.2,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),67,74,4.4,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),2374,2725,6.9,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),2031,2041,1.7,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),2113,2183,7.3,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),52,54,3.4,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),908,950,1.3,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),702,751,2.4,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),235,254,3.2,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),388,400,2.9,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),519,526,1.4,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),2775,2894,4.2,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),267,271,0.8,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),7970,8388,9.6,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),10527,10887,8.6,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),11,11,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),56,62,1.7,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),3,3,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),44,49,2,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),4597,4604,10.5,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),248,249,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),130,149,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),3242,3267,4.2,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),51,59,7.7,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),176,183,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),1369,1390,3.7,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),58,62,1.4,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),5831,6070,2.6,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),376,389,3.4,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),3365,3465,3.5,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),20,23,5,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),135,155,11.4,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),8,8,1.4,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),24,24,5.7,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),5528,5697,27.7,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),9,9,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,88,88,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,7,7,1.5,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,719,737,6,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,1303,1304,2.9,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,1156,1185,11.5,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,31,31,6,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,581,617,2.8,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,190,219,2,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,63,73,2.9,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,61,65,1.4,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,22,24,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,2354,2439,12,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,39,40,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,5282,5449,17.6,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,5647,5897,14.9,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping for Ransom (Sec.364A IPC),6,6,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,8,8,0.8,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,25,29,3.7,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,4315,4316,30.7,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,37,42,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,984,988,3.4,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,51,59,25.1,2019,"Calendar Year (Jan - Dec), 2019"
