ROWID,Country,State lgd code,State,Yearcode,Year,Crime head ipc ( indian penal code ) category,Crime head ipc ( indian penal code ) sub-category,Incidence of ipc ( indian penal code ) crimes,Victims of ipc ( indian penal code ) crimes,Ipc ( indian penal code ) crime rate per lakh person
12695,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against Public Tranquillity,Rioting (Sec.147‐151 IPC) L) Enmity/Rivalry,711,1219,2
12696,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against Public Tranquillity,Rioting (Sec.147‐151 IPC) M) Electricity/Power Supply Disputes,0,0,0
12697,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against Public Tranquillity,Rioting (Sec.147‐151 IPC) N) Rioting while in Aandolan/Morcha,1798,1877,5.1
12698,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against Public Tranquillity,Rioting (Sec.147‐151 IPC) O) Rioting/Attacks on Police Personnel or Govt Servants,33,44,0.1
12699,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against Public Tranquillity,Rioting (Sec.147‐151 IPC) P) Other Rioting,139,274,0.4
12700,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against Public Tranquillity,Rioting (Sec.147‐151 IPC) Rioting (Total),3520,4455,10
12701,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 &145)",2280,,6.4
12702,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against State,Offences against the State (Total),0,0,0
12703,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against State,"Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0
12704,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences against State,Sedition (Sec.124A IPC),0,0,0
12705,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Counterfeiting A) Counterfeit Coin (Sec.231‐ 235,237,238‐240 & 242‐254 IPC)",1,1,0
12706,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,Counterfeiting B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),0,0,0
12707,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,Counterfeiting C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),0,0,0
12708,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,Counterfeiting Counterfeiting (Total),23,23,0.1
12709,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,Counterfeiting D) Counterfeit Currency & Bank notes (Sec.489‐A to 489‐E IPC),22,22,0.1
12710,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud Cheating (Sec.420 IPC)",8404,8697,23.8
12711,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud Forgery",237,242,0.7
12712,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud Forgery, Cheating & Fraud (Total)",8993,9297,25.4
12713,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud Fraud a) Bank",185,190,0.5
12714,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud Fraud b) ATMs",23,23,0.1
12715,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud Fraud c) Credit Card/Debit Card",3,3,0
12716,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud Fraud d) Other Frauds",141,142,0.4
12717,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud Fraud Fraud (Sec.420 r/w Sec.465,468‐ 471 IPC/IT Act)",352,358,1
12718,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Offences Relating to Documents & Property Marks,Offences Relating to Documents & Property Marks (Total),9016,9320,25.5
12719,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Other IPC Crimes,,9587,9000,27.1
12720,India,32,Kerala,2020,"Calendar Year (Jan - Dec), 2020",Total Cognizable IPC crimes,,149099,152774,421.6
12721,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",434,441,0.6
12722,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),18,18,0
12723,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),43,43,0.1
12724,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),4548,4595,6
12725,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),619,626,0.8
12726,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),789,809,2.09117413199046
12727,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),3107,4066,4.1
12728,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),0,0,0
12729,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),14,14,0.0371057513914657
12730,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),71391,89132,94.6
12731,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),7966,8048,10.6
12732,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Obstruction on Public way (Sec.283 IPC),1029,1062,1.4
12733,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),199,200,0.3
12734,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),1,1,0
12735,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),6,6,0
12736,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),74,74,0.1
12737,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Rash Driving on Public way |C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),8528,9818,11.3
12738,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),3010,5803,4
12739,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),40972,53474,54.3
12740,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |Rash Driving on Public way (Total),52510,69095,69.6
12741,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),34,34,0
12742,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),307,337,0.4
12743,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women (Sec.354 IPC),672,673,1.78107606679035
12744,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women with Intent to Outrage her Modesty (Sec.354 IPC) (Total),814,815,2.15743440233236
12745,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),27,27,0.0715610919692552
12746,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |a) at Work or Office Premises,5,5,0.0132520540683806
12747,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |b) In Public Transport System,2,2,0.00530082162735224
12748,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |c) In Shelter Homes for women and Children,0,0,0
12749,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |d) Other Places ,58,58,0.153723827193215
12750,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |Sexual Harassment (Sec.354A IPC) (Total),65,65,0.172276702888948
12751,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Stalking (Sec.354D IPC),35,35,0.0927643784786642
12832,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,0,0,0
12752,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Voyeurism (Sec.354C IPC),15,15,0.0397561622051418
12753,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),0,0,0
12754,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),2571,2748,3.4
12755,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),13,15,0.0344553405777896
12756,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),195,0,0.3
12757,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),0,0,0
12758,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Causing Death by Negligence |Causing Death by Negligence (Sec.304-A IPC) (Total),12114,13470,16.1
12759,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Medical Negligence,0,0,0
12760,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence of Civic Bodies,0,0,0
12761,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Rail Accidents,0,0,0
12762,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |A) Hit and Run,1490,1526,2
12763,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |B) Other Accidents (other than Hit and Run),10354,11664,13.7
12764,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |Deaths due to Negligence relating to Road Accidents (Total),11844,13190,15.7
12765,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Causing Death by Negligence |Deaths due to other Negligence,270,280,0.4
12766,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),55,57,0.1
12767,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),55,55,0.145772594752187
12768,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Exploitation of Trafficked Person 370A IPC),0,0,0
12769,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Human Trafficking (U/S 370),16,17,0
12770,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Grievous Hurt |A) Voluntarily causing grievous hurt (Sec.325 IPC),313,340,0.4
12771,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Grievous Hurt |B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),415,446,0.5
12772,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Grievous Hurt |C) Acid Attack (Sec.326A IPC),7,7,0
12773,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Grievous Hurt |D) Attempt to Acid Attack (Sec.326B IPC),5,5,0
12774,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Grievous Hurt |E) Voluntarily Causing Grievous hurt/Force to deter public servant from his duty (Sec.333/353 IPC),86,86,0.1
12775,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Grievous Hurt |F) Causing Grievous Hurt by act endangering life/safety of others (Sec.338 IPC),65,65,0.1
12776,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Hurt |Grievous Hurt |G) Other Grievous Hurt (Sec.329, 331 & 335)",1,1,0
12777,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Grievous Hurt |Grievous Hurt (Total),892,950,1.2
12778,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Hurt (Simple +Grievous),38284,39484,50.7
12779,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),19136,19732,25.4
12780,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),15960,16486,21.2
12781,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),1500,1517,2
12782,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |D) Causing Hurt by act endangering life/safety of others (Sec.336/337),637,640,0.8
12783,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Hurt |Simple Hurt |E) Other Simple Hurt (Sec.327, 328, 330 & 334)",159,159,0.2
12784,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |Simple Hurt (Total),37392,38534,49.6
12785,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
12786,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),1,1,0
12787,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),7,7,0
12788,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),533,534,1.41266896368937
12789,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,1,1,0.00495049504950495
12790,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction ,270,286,0.4
12791,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC) ,271,287,0.4
12792,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),1097,1120,1.5
12793,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),31,31,0
12794,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",106,112,0.1
12795,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),148,148,0.732673267326733
12796,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",13,13,0.0344553405777896
12797,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Murder (Sec.302 IPC),1569,1631,2.1
12798,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Offences Affecting the Human Body (Total),58168,60830,77.1
12799,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Rape (Sec.376 IPC),331,332,0.877285979326796
12800,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),0,0,0
12801,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),0,0,0
12802,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),734,736,1
12803,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),76,76,0.1
12804,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,1090,1097,1.4
12805,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,3426,3431,4.5
12806,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),4516,4528,6
12807,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),138,146,0.2
12808,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),4,4,0
12809,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),100,101,0.1
12810,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),0,0,0
12811,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |Dacoity  (Total),100,101,0.1
12812,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),3,3,0
12813,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),1404,1442,1.9
12814,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),197,0,0.3
12815,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Offences against Property (Total),26303,26254,34.9
12816,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Robbery  (Sec.392/394/397 IPC),2295,2315,3
12817,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,5833,5837,7.7
12818,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,11737,11802,15.5539358600583
12819,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |Theft (Total),17570,17639,23.3
12820,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),2762,2817,3.7
12821,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences against Public Tranquillity (Total),7758,5696,10.3
12822,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),138,138,0.2
12823,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",8,8,0
12824,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),146,146,0.2
12825,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,20,24,0
12826,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,22,22,0
12827,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,208,208,0.3
12828,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,26,27,0
12829,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,44,47,0.1
12830,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian ,58,60,0.1
12831,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |G) Students,14,15,0
12833,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,178,199,0.2
12834,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,39,42,0.1
12835,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,452,560,0.6
12836,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,298,499,0.4
12837,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,401,451,0.5
12838,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,3,6,0
12839,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,0,0,0
12840,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,4,5,0
12841,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,473,568,0.6
12842,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),2240,2733,3
12843,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",2610,,3.5
12844,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,Offences against State |Offences against the State (Total),1,1,0
12845,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0
12846,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,Offences against State |Sedition (Sec.124A IPC),1,1,0
