srcStateName,srcYear,Crime head Special & Local Laws (SLL) Category,Crime head Special & Local Laws (SLL) Sub-category,Incidence of Special & Local Laws (SLL) crimes,Victims of Special & Local Laws (SLL) crimes,Special & Local Laws (SLL) Crime Rate,YearCode,Year
Manipur,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",4,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",6,,0.5,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",6,,0.5,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",3,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",3,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",46,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",46,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",47,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",47,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",327,,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",326,,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",195,,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",195,,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",257,,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",248,,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",9,,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",18,,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",18,,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",1711,,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",1705,,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",6,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",29,,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",29,,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",226,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",225,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",20,,1.9,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",20,,1.9,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",40,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",40,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",391,,2.9,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",391,,2.9,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",6,,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",6,,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",3,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,8865,,16.9,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,2,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",85,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,349,,1,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",3268,,2.7,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,251,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",47,,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,8179,,28,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,719,,46.4,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",2,,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",51,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,17226,,24.9,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",63995,,219.1,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,3739,,12.8,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,334,,4.5,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",2723,,7.1,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,334,,0.9,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",6,,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",8,,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,13724,,20.6,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",32,,0,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",21,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,1840,,5.2,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",4,,0,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",74,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,27975,,33.4,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",3,,0,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,7,,0,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",3743,,3,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,23156,,18.7,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",9,,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",20,,0.6,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,3,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Total Cognizable SLL Crimes,,25697,3496,56.5,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
